"FIPS","State","County","X","Y","2012","2013","2014","2015","2016"
29201,"Missouri","Scott County",566156.6007,1575852.63,"61.8","43.8","47.3","46.7","48"
29203,"Missouri","Shannon County",404531.4627,1578138.819,"45.6","41.1","44.4","41.1","44.7"
29205,"Missouri","Shelby County",332845.2916,1871213.082,"67.8","54.8","55.3","52.8","56.6"
29207,"Missouri","Stoddard County",534537.7132,1551607.652,"58.6","41.1","45.1","48.1","52.8"
29209,"Missouri","Stone County",225013.5414,1525410.72,"66.1","38.2","42.1","43","43.9"
29211,"Missouri","Sullivan County",243670.7475,1914251.432,"66.7","40.6","41.6","41.3","42.7"
29213,"Missouri","Taney County",262003.2747,1516157.147,"65.7","55.7","54.9","52.2","52.7"
29215,"Missouri","Texas County",354101.9971,1593749.812,"43.4","40.9","39.5","41.5","38.2"
29217,"Missouri","Vernon County",144528.1862,1647277.786,"35.4","46.8","47","45.4","48.2"
29219,"Missouri","Warren County",416431.1312,1759110.137,"70.1","52.9","52.9","57.7","58"
29221,"Missouri","Washington County",445480.2513,1670525.702,"64.8","34.5","37.7","38.8","36.5"
29223,"Missouri","Wayne County",487271.6781,1577577.716,"68.2","38.6","34.3","35.4","41.4"
29225,"Missouri","Webster County",274339.1817,1586725.353,"68.3","43","44.3","46.7","50.7"
29227,"Missouri","Worth County",132645.723,1941712.55,"52.1","49.6","48.1","57","55.6"
29229,"Missouri","Wright County",310053.7371,1586860.816,"46.4","40.6","43.5","43.6","43.9"
29510,"Missouri","St. Louis City",495965.4453,1749191.957,"60.7","64.8","66.6","68.2","68.6"
30001,"Montana","Beaverhead County",-1320786.985,2577978.79,"58.2","70.3","75.3","70.3","65.5"
30003,"Montana","Big Horn County",-896794.6093,2547041.655,"65.4","47.2","50.5","52.8","52.2"
30005,"Montana","Blaine County",-965666.4792,2891486.712,"54.9","62","63.3","56.8","58.3"
30007,"Montana","Broadwater County",-1190801.689,2690989.537,"75.2","54.8","52","54.3","60.9"
30009,"Montana","Carbon County",-1019218.447,2541001.913,"65.3","59.9","61.3","63.4","61.6"
30011,"Montana","Carter County",-666090.91,2532983.272,"63.2","62.3","65.8","62.4","62.2"
30013,"Montana","Cascade County",-1162057.795,2795782.152,"57.5","66.5","68","67.6","70"
30015,"Montana","Chouteau County",-1084053.351,2847446.513,"63.8","59.3","60.2","64","67.8"
30017,"Montana","Custer County",-738427.4833,2622019.582,"53.7","66","65.5","66.8","69.6"
30019,"Montana","Daniels County",-708618.7978,2900108.636,"53.1","69.7","76.4","82.4","80.5"
30021,"Montana","Dawson County",-676192.8093,2728758.526,"58.1","67.1","61.1","60.7","59"
30023,"Montana","Deer Lodge County",-1315703.474,2682045.233,"70.6","58.1","57.8","62.4","62.5"
30025,"Montana","Fallon County",-648827.4798,2622652.694,"68.4","59.4","61.6","58.9","62.7"
30027,"Montana","Fergus County",-1003167.133,2766619.423,"65.5","60.1","61.6","64.3","62.3"
30029,"Montana","Flathead County",-1343717.776,2938520.858,"70.8","61.1","65","66.3","64.4"
30031,"Montana","Gallatin County",-1180013.412,2599876.845,"76.8","80.6","81","81.1","81.2"
30033,"Montana","Garfield County",-834569.4169,2746689.178,"48.4","68.8","60.3","57.4","52.7"
30035,"Montana","Glacier County",-1258195.618,2968642.541,"72.1","53.4","51.2","53.7","49.8"
30037,"Montana","Golden Valley County",-1012935.982,2669419.932,"51.6","40.7","49","46.3","48.7"
30039,"Montana","Granite County",-1337176.8,2724657.349,"45.9","52","54.2","53.3","61.2"
30041,"Montana","Hill County",-1047646.854,2925254.731,"49.3","64.7","65.2","67.4","69.8"
30043,"Montana","Jefferson County",-1239745.931,2678511.597,"58.5","63.9","68.8","74.8","72.9"
30045,"Montana","Judith Basin County",-1085163.641,2754239.591,"43.1","70.7","72.5","71.3","70.9"
30047,"Montana","Lake County",-1360346.961,2868863.673,"47","61.6","59.5","58.9","58.5"
30049,"Montana","Lewis And Clark County",-1243644.894,2788567.623,"68.7","75.2","76.8","76","74.7"
30051,"Montana","Liberty County",-1116164.797,2928277.639,"54.2","56.8","59.7","67","67.8"
30053,"Montana","Lincoln County",-1437928.373,2985105.108,"52.7","47.3","51.6","53.2","58"
30055,"Montana","Mccone County",-739803.7946,2777050.369,"59.6","67.1","57.7","50.6","59.8"
30057,"Montana","Madison County",-1242203.7,2583380.608,"67.8","61","64.4","66","66.3"
30059,"Montana","Meagher County",-1139577.75,2712535.016,"58.8","38.7","34.9","42.7","54.1"
30061,"Montana","Mineral County",-1438614.537,2828197.881,"45","38.1","46.4","47.9","45"
30063,"Montana","Missoula County",-1360729.536,2800363.677,"67.9","74","76.1","77.2","78.1"
30065,"Montana","Musselshell County",-951844.157,2674103.375,"45.6","50.2","48.4","42.5","46.8"
30067,"Montana","Park County",-1131030.269,2586493.568,"50.9","60.5","61.7","62","66.6"
30069,"Montana","Petroleum County",-931795.8907,2740759.742,"34.9","63.6","69","73.7","70.9"
30071,"Montana","Phillips County",-890738.8822,2862331.916,"44.7","56.1","50.7","49.9","53.8"
30073,"Montana","Pondera County",-1210735.494,2906974.261,"64.2","64.3","66.9","64.2","62.9"
30075,"Montana","Powder River County",-752578.2999,2527796.892,"39.5","69.5","74.1","78.5","78.9"
30077,"Montana","Powell County",-1289880.75,2766780.375,"45.4","53","55.5","52.2","53.7"
30079,"Montana","Prairie County",-716807.076,2687641.422,"53.6","75.9","52.3","48.6","45.1"
30081,"Montana","Ravalli County",-1395487.684,2699195.558,"54.9","56.4","56","57.2","57.1"
30083,"Montana","Richland County",-645396.676,2783818.062,"43.3","55.5","56.4","58.1","57.7"
30085,"Montana","Roosevelt County",-674298.2355,2842700.171,"50.7","45.3","43.8","42","40"
30087,"Montana","Rosebud County",-827610.5257,2628727.497,"65.7","59","59","60.4","60.8"
30089,"Montana","Sanders County",-1436939.243,2887369.732,"59.9","47","47.3","49.6","50.3"
30091,"Montana","Sheridan County",-631961.6159,2885854.128,"72.5","67.8","72.7","70.7","72.5"
30093,"Montana","Silver Bow County",-1287405.305,2659111.555,"60.2","62.6","60.7","59.9","61.4"
30095,"Montana","Stillwater County",-1040937.634,2593559.579,"61.8","62.5","60.8","58.4","59.4"
30097,"Montana","Sweet Grass County",-1080544.704,2615471.062,"74.1","50.1","46.9","48.8","58"
30099,"Montana","Teton County",-1219122.042,2864660.998,"45.6","61.8","61","58.3","59.5"
30101,"Montana","Toole County",-1163793.786,2946591.757,"56.2","50.3","49.4","46.9","44.9"
30103,"Montana","Treasure County",-869543.298,2631908.105,"41.6","50.8","53.6","58.9","64.1"
30105,"Montana","Valley County",-796653.6712,2862925.122,"73.2","63.7","67.2","67","68.9"
30107,"Montana","Wheatland County",-1062652.332,2686116.073,"54.5","55.8","58.3","60.9","54"
30109,"Montana","Wibaux County",-629858.3056,2691145.32,"67.5","67.3","75.6","76.3","71.6"
30111,"Montana","Yellowstone County",-950537.6271,2611299.28,"43","66.4","66.4","66","65.8"
31001,"Nebraska","Adams County",-210085.38,1948506.423,"61.7","65.7","67","67.6","69.7"
31003,"Nebraska","Antelope County",-169568.001,2132532.114,"57.8","66.7","66.1","68","70.6"
31005,"Nebraska","Arthur County",-471192.8169,2076826.208,"62.9","82.5","89.3","84.3","83.5"
31007,"Nebraska","Banner County",-637767.9665,2086050.766,"61.2","86.7","86.9","80.2","64.6"
31009,"Nebraska","Blaine County",-327464.1148,2108057.989,"51.5","78.1","82.4","82.2","78.3"
31011,"Nebraska","Boone County",-170749.0523,2079955.63,"51.2","60.3","59.4","62","67"
31013,"Nebraska","Box Butte County",-580558.7666,2157287.614,"50","55.8","54.7","57.4","56.2"
31015,"Nebraska","Boyd County",-224579.975,2214786.56,"48.8","51.8","52.4","58.4","65.2"
31017,"Nebraska","Brown County",-321177.4672,2165604.143,"59","63.3","68.9","74","73.3"
31019,"Nebraska","Buffalo County",-257078.0011,1986921.426,"69.3","67.9","69","70.7","73.3"
31021,"Nebraska","Burt County",-27082.75559,2094345.672,"58.2","65.7","68.8","73.4","75.8"
31023,"Nebraska","Butler County",-94121.30312,2024851.054,"34.7","58.8","62.7","63.1","62.8"
31025,"Nebraska","Cass County",-11757.07194,1988914.769,"48.6","71.1","70.7","72.4","74.7"
31027,"Nebraska","Cedar County",-102164.7047,2178578.448,"61.8","65.5","67.4","70.7","71.8"
31029,"Nebraska","Chase County",-478367.9603,1960032.657,"58.5","69.9","67.6","71.5","72.4"
31031,"Nebraska","Cherry County",-417586.0068,2183117.311,"64.5","75.8","75.8","71.1","69.6"
31033,"Nebraska","Cheyenne County",-581349.0902,2045008.93,"64.7","76.8","73.2","74.7","75.4"
31035,"Nebraska","Clay County",-172301.7786,1947590.956,"70.5","63.6","63.1","61.9","65.3"
31037,"Nebraska","Colfax County",-89916.64564,2063755.169,"61.2","42.9","39.8","39.8","38.2"
31039,"Nebraska","Cuming County",-64846.05315,2101821.487,"35.6","64.8","65.2","69.6","68.5"
31041,"Nebraska","Custer County",-309110.6583,2049177.237,"39.4","68.9","70.5","72","70.2"
31043,"Nebraska","Dakota County",-46190.79597,2154787.998,"59.5","37.2","38.4","40.5","37.1"
31045,"Nebraska","Dawes County",-580413.692,2213211.163,"60.6","78.7","80.4","81.6","79.6"
31047,"Nebraska","Dawson County",-319207.0897,1990865.85,"46","35.7","38.3","41","43.8"
31049,"Nebraska","Deuel County",-527298.5817,2029074.776,"61.7","58.6","64.8","70.2","65.1"
31051,"Nebraska","Dixon County",-70923.09195,2166396.813,"37.1","62.3","63.6","62.3","62.5"
31053,"Nebraska","Dodge County",-54112.41969,2063857.671,"33.5","57.5","56.1","53.7","55.2"
31055,"Nebraska","Douglas County",-12871.82632,2032077.063,"64.7","71.3","71.7","72","72"
31057,"Nebraska","Dundy County",-479847.787,1921110.737,"74.3","70.2","68","72","73.7"
31059,"Nebraska","Fillmore County",-134103.7872,1946879.521,"50.2","72.9","72.7","67.7","70.3"
31061,"Nebraska","Franklin County",-249236.1,1910609.832,"63.8","58.2","63","65.8","66.5"
31063,"Nebraska","Frontier County",-368929.9096,1954929.032,"66.5","71.6","73.8","71.5","70.4"
31065,"Nebraska","Furnas County",-330176.5758,1913547.911,"48.8","58","59.8","66.9","68.3"
31067,"Nebraska","Gage County",-58127.66117,1916502.056,"59.4","66.9","65.9","67.9","70.1"
31069,"Nebraska","Garden County",-523631.5908,2085706.806,"48.1","58.6","65","66.6","67.6"
31071,"Nebraska","Garfield County",-246329.0517,2105205.593,"67.3","65.7","63.8","63.6","64.9"
31073,"Nebraska","Gosper County",-321713.6369,1951136.369,"80.3","70.2","71.1","70.9","64.7"
31075,"Nebraska","Grant County",-472552.233,2115730.381,"86.9","56.9","72.8","80","79.4"
31077,"Nebraska","Greeley County",-208689.2037,2065290.3,"57.8","51.8","56.9","56.1","55.1"
31079,"Nebraska","Hall County",-209138.6211,1987483.309,"77.1","51","50.2","51.2","51.6"
31081,"Nebraska","Hamilton County",-169090.5244,1986584.278,"56.7","72.1","73.4","76.1","76.1"
31083,"Nebraska","Harlan County",-287316.0819,1911905.679,"57.4","69.7","65.3","66","62.7"
31085,"Nebraska","Hayes County",-424996.5378,1957068.112,"52.4","62.3","59","65.8","73.8"
31087,"Nebraska","Hitchcock County",-425418.6649,1918009.738,"64.2","58.8","57.1","60.1","58"
31089,"Nebraska","Holt County",-227473.9518,2165147.56,"72.2","63.9","66.4","73.9","76.4"
31091,"Nebraska","Hooker County",-422774.2048,2112943.249,"51.2","84.7","88.9","88","85.5"
31093,"Nebraska","Howard County",-209322.8625,2026404.731,"47.9","61.2","60.5","60.6","57.6"
31095,"Nebraska","Jefferson County",-96451.84341,1907253.854,"35.5","60.1","55.7","57.6","55.9"
31097,"Nebraska","Johnson County",-22319.1647,1930992.62,"46.7","49.2","47","49.1","49.2"
31099,"Nebraska","Kearney County",-247670.4773,1947593.525,"57.3","71.9","72","66.7","64.6"
31101,"Nebraska","Keith County",-470806.0444,2035340.6,"63.3","63.5","68.3","66.7","71.1"
31103,"Nebraska","Keya Paha County",-301464.224,2215073.062,"61.1","81.3","80.5","71.2","69.2"
31105,"Nebraska","Kimball County",-641269.8148,2047165.897,"42.6","68.3","66.7","66.4","65.7"
31107,"Nebraska","Knox County",-154200.6541,2183664.291,"62.2","63.6","64.4","61.9","65"
31109,"Nebraska","Lancaster County",-57564.21021,1975012.967,"68.7","76.5","76.3","76.2","75.4"
31111,"Nebraska","Lincoln County",-395534.3621,2014175.851,"71.8","67.5","68.1","68.3","67"
31113,"Nebraska","Logan County",-370887.4386,2071163.78,"49.2","76.4","76.4","84.4","78.6"
31115,"Nebraska","Loup County",-284468.8204,2106434.869,"73.7","60.7","55.4","56.5","69.2"
31117,"Nebraska","Mcpherson County",-418679.417,2073740.455,"72.1","80.7","80.8","88.5","94.4"
31119,"Nebraska","Madison County",-131841.2642,2102703.198,"54.4","64.6","66.2","66.6","66.4"
31121,"Nebraska","Merrick County",-169636.7969,2019747.386,"32.2","59.8","64","66.9","69.9"
31123,"Nebraska","Morrill County",-578547.8385,2100544.599,"64.8","56.7","56.4","57.1","58.5"
31125,"Nebraska","Nance County",-165323.0047,2045208.554,"47.7","66.6","58.2","62.8","68.1"
31127,"Nebraska","Nemaha County",12631.38685,1930449.208,"53.5","73.4","74","70.7","72.2"
31129,"Nebraska","Nuckolls County",-172816.9229,1908597.504,"59.3","56.5","60.9","64.3","72.4"
31131,"Nebraska","Otoe County",-11324.73226,1959668.533,"56.6","64.1","64.8","65.5","63.5"
31133,"Nebraska","Pawnee County",-20024.74731,1901727.914,"55.1","50","46.2","48.2","53.3"
31135,"Nebraska","Perkins County",-472191.5441,1996377.244,"46.9","74.5","72.2","73","70.1"
31137,"Nebraska","Phelps County",-286804.1069,1949396.27,"63","75.4","71.5","74.7","72.3"
31139,"Nebraska","Pierce County",-131223.4762,2141584.589,"84.2","70.7","72.8","73.8","77.1"
31141,"Nebraska","Platte County",-125863.5855,2063934.07,"49","61.5","64.5","64.9","64.9"
31143,"Nebraska","Polk County",-130516.9349,2020993.025,"48.9","68.2","73.2","74.4","73.4"
31145,"Nebraska","Red Willow County",-377808.4872,1915602.784,"76.6","68.4","71.6","67.3","66.3"
31147,"Nebraska","Richardson County",23846.69845,1901032.392,"40.1","64.5","59.7","66.2","69.1"
31149,"Nebraska","Rock County",-282034.7625,2163106.341,"56.4","68.9","64.7","66.4","66.1"
31151,"Nebraska","Saline County",-95830.18723,1946279.671,"43.7","52.6","55.4","57.6","54.2"
31153,"Nebraska","Sarpy County",-9350.277196,2011640.883,"65.3","78.2","78.4","78.5","79.8"
31155,"Nebraska","Saunders County",-53001.27743,2024500.402,"53.5","70.8","70.1","71.5","71.5"
31157,"Nebraska","Scotts Bluff County",-634800.0547,2120031.477,"64.6","58.7","59.8","62","62.8"
31159,"Nebraska","Seward County",-95266.67734,1985279.319,"64.5","78.9","77.3","73.6","76.5"
31161,"Nebraska","Sheridan County",-523026.4219,2184859.45,"62.5","63","67.6","69.5","67.1"
31163,"Nebraska","Sherman County",-247506.7084,2027555.17,"60.9","63.6","58.1","65.4","63.4"
31165,"Nebraska","Sioux County",-633130.164,2191217.416,"53.1","70.4","70.6","70.1","63.1"
31167,"Nebraska","Stanton County",-98335.96622,2102235.438,"69.9","67.7","71.6","69.4","72.2"
31169,"Nebraska","Thayer County",-134640.6054,1907850.11,"72.9","69.5","65.9","61.4","61.1"
31171,"Nebraska","Thomas County",-375097.4244,2110250.03,"62.8","78.1","80.2","82.9","73.8"
31173,"Nebraska","Thurston County",-44643.29798,2128740.342,"37.3","53.1","51","54.4","54.7"
31175,"Nebraska","Valley County",-246803.9713,2066367.68,"53.5","66","64.9","60","57.1"
31177,"Nebraska","Washington County",-18369.41436,2058471.368,"54.3","69","69.8","70.2","74.7"
31179,"Nebraska","Wayne County",-91794.38424,2134875.433,"59.1","81.5","82.6","78.2","79.1"
31181,"Nebraska","Webster County",-211030.9277,1909520.953,"59.7","62.8","59.9","61","64.9"
31183,"Nebraska","Wheeler County",-208193.8405,2104161.369,"52.9","81.8","73.2","57.8","44.4"
31185,"Nebraska","York County",-133501.6535,1985866.405,"55.6","66.8","66","69.5","73.2"
32001,"Nevada","Churchill County",-1883735.195,2062395.313,"43.5","57.3","57.7","59.3","56.7"
32003,"Nevada","Clark County",-1682683.582,1631615.575,"70.6","53.9","54.8","54.8","55.5"
32005,"Nevada","Douglas County",-2007919.176,2015829.448,"62","67.7","69.9","69.3","69.6"
32007,"Nevada","Elko County",-1600640.783,2178718.499,"51.4","54","55.4","56","55.9"
32009,"Nevada","Esmeralda County",-1870784.152,1852446.42,"72.4","40.7","40.9","36.6","28.4"
32011,"Nevada","Eureka County",-1702694.728,2066994.926,"60.9","48.2","52.9","52.5","50.4"
32013,"Nevada","Humboldt County",-1817922.758,2256925.398,"52.9","49.9","51.1","50.3","49.5"
32015,"Nevada","Lander County",-1767708.645,2075674.166,"56.3","50.4","56.6","57.1","57.3"
32017,"Nevada","Lincoln County",-1639258.748,1786045.056,"56.1","57","54.5","54.4","53"
32019,"Nevada","Lyon County",-1969407.883,2018469.856,"59.4","53.3","53","53.8","56.5"
32021,"Nevada","Mineral County",-1919178.143,1950757.889,"68.9","30.9","37.9","44.7","41.8"
32023,"Nevada","Nye County",-1765895.615,1857776.872,"70.8","42","39.2","41.2","44.7"
32027,"Nevada","Pershing County",-1866902.913,2157379.606,"60.4","37.7","31.8","32.4","33.2"
32029,"Nevada","Storey County",-1986021.246,2072079.407,"61.2","74.3","68.3","74.6","73.7"
32031,"Nevada","Washoe County",-1963789.049,2206348.676,"41.8","59.5","60.6","60.7","60.6"
32033,"Nevada","White Pine County",-1601271.384,1984156.452,"48.9","52.3","44.8","44.4","46.8"
32510,"Nevada","Carson City",-2012237.68,2044579.753,"50.9","46.7","48.8","50.1","52.5"
33001,"New Hampshire","Belknap County",1956049.259,2534932.499,"47.4","60.2","59.1","62.4","62.1"
33003,"New Hampshire","Carroll County",1962921.978,2577742.681,"48","59.1","59.2","61.5","63.3"
33005,"New Hampshire","Cheshire County",1908044.364,2453356.845,"52.9","58.9","59.5","62.4","63.8"
33007,"New Hampshire","Coos County",1931607.691,2663377.455,"38.4","48.3","51.1","54.5","55.1"
33009,"New Hampshire","Grafton County",1913162.575,2572336.564,"51.2","65.7","66.6","67.4","66.4"
33011,"New Hampshire","Hillsborough County",1950242.243,2463772.63,"43.2","67.2","68.1","67.2","67"
33013,"New Hampshire","Merrimack County",1942222.162,2505807.878,"45.4","67","67.9","68.1","67.8"
33015,"New Hampshire","Rockingham County",1994471.34,2483817.944,"64.3","72.5","72.6","73.3","74.6"
33017,"New Hampshire","Strafford County",1993053.329,2519233.184,"76.9","66.8","67.6","69.7","70.6"
33019,"New Hampshire","Sullivan County",1898072.899,2501748.806,"63.1","55.8","58.2","58.8","60.7"
34001,"New Jersey","Atlantic County",1803710.599,2031834.035,"65.3","55","55.4","55.8","56.7"
34003,"New Jersey","Bergen County",1814401.264,2204752.455,"56.9","76","76.2","76.3","75.8"
34005,"New Jersey","Burlington County",1793128.135,2075366.679,"69.1","68.4","68.2","68.5","69.7"
34007,"New Jersey","Camden County",1770779.48,2061835.737,"51.3","59.2","61.1","63","63.1"
34009,"New Jersey","Cape May County",1800201.815,1993222.583,"55.6","56.4","57.8","57","56.2"
34011,"New Jersey","Cumberland County",1768774.33,2011919.092,"59.8","38.6","39","38.9","38.9"
34013,"New Jersey","Essex County",1804735.869,2182643.518,"52.4","57.8","58.3","58.4","58.8"
34015,"New Jersey","Gloucester County",1757950.477,2048967.108,"64","66.9","67.8","68.2","68.1"
34017,"New Jersey","Hudson County",1819905.966,2180131.941,"71.1","66.4","67.3","67.9","68.2"
34019,"New Jersey","Hunterdon County",1755884.159,2146097.44,"56.1","76.4","76","74.6","75.5"
34021,"New Jersey","Mercer County",1780222.646,2119053.231,"66.3","63.6","63.6","63.1","63.2"
34023,"New Jersey","Middlesex County",1800141.087,2141559.363,"58.9","69.3","70.7","71.3","72"
34025,"New Jersey","Monmouth County",1820299.025,2125684.596,"38","70.6","71.5","71.7","72.3"
34027,"New Jersey","Morris County",1778629.855,2185127.613,"69.4","76.6","77.1","76.8","77.4"
34029,"New Jersey","Ocean County",1824854.704,2083480.234,"58.5","61","62.4","63.2","63.5"
34031,"New Jersey","Passaic County",1794089.083,2208556.382,"63.3","52.5","52.4","51.2","52.9"
34033,"New Jersey","Salem County",1743771.149,2031005.452,"64.5","53.2","55.5","53.8","55.8"
34035,"New Jersey","Somerset County",1780207.58,2151254.925,"60.2","75.4","75.3","76","76.8"
34037,"New Jersey","Sussex County",1759786.533,2212712.261,"51.5","66.6","68.2","70.3","71.6"
34039,"New Jersey","Union County",1803087.26,2167525.559,"41.4","58.2","59.2","60.4","60.9"
34041,"New Jersey","Warren County",1741874.528,2176288.673,"59.6","63.1","63.7","63.6","65.6"
35001,"New Mexico","Bernalillo County",-963188.3953,1386691.201,"55.8","63.2","64.6","65.2","66.2"
35003,"New Mexico","Catron County",-1135550.951,1279610.778,"65","67.6","58","52.6","47.2"
35005,"New Mexico","Chaves County",-781854.9846,1178638.919,"67.6","49.1","52.4","53","54.2"
35006,"New Mexico","Cibola County",-1084544.212,1385659.523,"60.1","33.6","35.1","41.8","44.3"
35007,"New Mexico","Colfax County",-765272.3634,1541482.573,"76.6","54.6","57.7","53.7","54.4"
35009,"New Mexico","Curry County",-668062.1295,1304991.166,"53.9","58.7","61","63","62.3"
35011,"New Mexico","De Baca County",-766954.2879,1287248.125,"42.5","60.7","52.2","51.4","51.5"
35013,"New Mexico","Doña Ana County",-1012142.999,1088783.153,"54.9","59.5","59.9","60.8","61.3"
35015,"New Mexico","Eddy County",-775358.9983,1078226.936,"67","50.4","49.2","51.2","48.9"
35017,"New Mexico","Grant County",-1150457.418,1149138.123,"42.2","60.3","58.9","58.8","60.6"
35019,"New Mexico","Guadalupe County",-796007.7502,1348351.719,"60.1","42.5","44.6","39.4","33.7"
35021,"New Mexico","Harding County",-699107.961,1451609.945,"65.9","53.2","60.3","60.5","76.1"
35023,"New Mexico","Hidalgo County",-1193391.874,1062011.675,"58.2","48","49.8","48","53.9"
35025,"New Mexico","Lea County",-689508.9883,1106809.451,"67.4","43.6","43.1","42.2","42.3"
35027,"New Mexico","Lincoln County",-868706.7008,1229737.139,"48.1","59","57.2","57.8","57.6"
35028,"New Mexico","Los Alamos County",-920555.1069,1474062.756,"44.5","90.4","86","86.5","83.3"
35029,"New Mexico","Luna County",-1099680.901,1080150.96,"54.3","38.6","36.7","36.4","37.1"
35031,"New Mexico","Mckinley County",-1098530.228,1462795.035,"75.1","41.9","43.6","45.4","45.3"
35033,"New Mexico","Mora County",-797811.2659,1477446.746,"42.7","43.2","44.8","31.6","41.6"
35035,"New Mexico","Otero County",-907455.5889,1106600.705,"53.2","57.3","57.9","54.6","53.8"
35037,"New Mexico","Quay County",-681830.4598,1365559.793,"53.2","37","41.8","38.8","49"
35039,"New Mexico","Rio Arriba County",-946787.1768,1549179.978,"64.5","49.5","51.9","52.8","50"
35041,"New Mexico","Roosevelt County",-684934.5582,1244290.864,"75","53.6","56","59.4","59.3"
35043,"New Mexico","Sandoval County",-972524.3119,1459556.863,"52.3","64.7","65.5","65.4","66.2"
35045,"New Mexico","San Juan County",-1090289.177,1566429.877,"54.3","49.8","51.9","51.8","52.6"
35047,"New Mexico","San Miguel County",-791831.6016,1417412.551,"48.3","57.5","56.9","58.2","57.7"
35049,"New Mexico","Santa Fe County",-895412.7228,1430475.272,"58.4","58.7","57.8","57.5","58.4"
35051,"New Mexico","Sierra County",-1035365.194,1178930.07,"59.7","36.3","39.5","46","48.7"
35053,"New Mexico","Socorro County",-999948.4749,1273334.445,"56.7","46","50","47.6","47.8"
35055,"New Mexico","Taos County",-852412.1223,1546671.006,"61.6","59.6","59","59.4","62.6"
35057,"New Mexico","Torrance County",-894223.1289,1332973.593,"42.8","41.4","42.9","43.1","44.9"
35059,"New Mexico","Union County",-662496.2171,1518646.168,"55.5","44","33.9","35.9","44.1"
35061,"New Mexico","Valencia County",-979888.2166,1350756.687,"53.2","55.8","56","51.4","49.7"
36001,"New York","Albany County",1780443.169,2385249.289,"65.3","72.9","74.6","74.9","74.4"
36003,"New York","Allegany County",1464342.964,2278548.815,"55.5","54.8","55.2","54.3","54.7"
36005,"New York","Bronx County",1834509.187,2196946.254,"46.4","47.9","48.6","48.8","49.1"
36007,"New York","Broome County",1643936.98,2304050.692,"47.2","62.9","64.1","63.5","63.7"
36009,"New York","Cattaraugus County",1412014.758,2267732.697,"61.1","53.1","54.1","54.2","54.8"
36011,"New York","Cayuga County",1567737.518,2374439.526,"54.4","52.9","55.1","56.6","58.4"
36013,"New York","Chautauqua County",1356925.681,2255464.747,"46.5","57","58.2","60.4","59.3"
36015,"New York","Chemung County",1568845.615,2286060.403,"53.3","56.9","58.1","58.3","59"
36017,"New York","Chenango County",1652705.228,2344047.232,"58.2","53","51.9","54.6","55.6"
36019,"New York","Clinton County",1748150.048,2623675.29,"34.8","50.2","51","52.9","54.5"
36021,"New York","Columbia County",1816659.884,2353655.649,"67.8","61.2","62.2","62.4","62.8"
36023,"New York","Cortland County",1613685.107,2347274.963,"62.6","59.2","61.6","59.9","58.9"
36025,"New York","Delaware County",1711335.093,2323192.08,"58.1","52.3","53.3","54.4","56.2"
36027,"New York","Dutchess County",1820406.179,2298754.25,"58.8","64.9","66.4","67","68.4"
36029,"New York","Erie County",1397300.328,2323592.893,"69.1","70","70.6","71.3","71.6"
36031,"New York","Essex County",1757119.24,2553752.167,"58.1","53.5","53","54.2","57.7"
36033,"New York","Franklin County",1703903.787,2595627.355,"68.3","48.4","48.3","47.7","50.2"
36035,"New York","Fulton County",1731906.788,2432891.232,"61.1","49.8","51.8","53.2","53.6"
36037,"New York","Genesee County",1435433.15,2357644.153,"66.1","60.5","62.8","63.9","64"
36039,"New York","Greene County",1776833.617,2347254.627,"69.6","50.2","50.6","52.3","55.5"
36041,"New York","Hamilton County",1712275.97,2490987.62,"68.3","59.3","61","60.5","63.3"
36043,"New York","Herkimer County",1681804.141,2456217.556,"83.8","58.1","59.7","60.7","61.8"
36045,"New York","Jefferson County",1590775.698,2508226.523,"50.7","57.2","59.6","60","61.9"
36047,"New York","Kings County",1833913.467,2172024.905,"47.4","60.1","61.2","61.8","62.6"
36049,"New York","Lewis County",1634724.239,2487703.529,"58.4","44.5","45.8","48.6","51.4"
36051,"New York","Livingston County",1474589.851,2334175.807,"82.8","59.3","61.6","59.9","58.5"
36053,"New York","Madison County",1638111.937,2388843.96,"62.4","59.4","60.7","61.8","63.3"
36055,"New York","Monroe County",1471985.02,2381307.728,"65","71.4","72","72.1","72.2"
36057,"New York","Montgomery County",1735811.102,2409536.493,"65.4","53.6","55.1","54.9","55.1"
36059,"New York","Nassau County",1859870.436,2189947.365,"58.2","72.8","73","73.1","73.6"
36061,"New York","New York County",1827575.68,2186232.241,"73.3","81.7","82.3","82.5","83"
36063,"New York","Niagara County",1387460.155,2371359.136,"38.5","62.4","63.4","65.2","65.8"
36065,"New York","Oneida County",1648770.996,2428756.763,"50.4","58.5","60.4","60.1","59.9"
36067,"New York","Onondaga County",1594290.542,2390104.004,"69.8","68.4","69.5","69.8","70.1"
36069,"New York","Ontario County",1509820.646,2355302.693,"72.5","70.5","71.3","71.7","70.3"
36071,"New York","Orange County",1784395.906,2248556.365,"63.7","61.5","62.1","62.3","61.9"
36073,"New York","Orleans County",1427249.188,2384624.13,"48","50.5","50.4","48.7","50"
36075,"New York","Oswego County",1588690.728,2436988.083,"59.7","52.9","53.5","53.4","54.7"
36077,"New York","Otsego County",1695430.803,2369555.448,"53","59.9","61","61.2","60.7"
36079,"New York","Putnam County",1828676.407,2261806.233,"71.6","71.1","72.1","71","70.1"
